PLL Rx Low Band:
Fch=884.00 (Fvco=3536.00, Nint=068, Nfrac=000)
Fch=924.70 (Fvco=3698.80, Nint=071, Nfrac=017)
Fch=924.80 (Fvco=3699.20, Nint=071, Nfrac=018)
Fch=924.90 (Fvco=3699.60, Nint=071, Nfrac=019)
Fch=925.00 (Fvco=3700.00, Nint=071, Nfrac=020)
Fch=925.10 (Fvco=3700.40, Nint=071, Nfrac=021)
Fch=925.20 (Fvco=3700.80, Nint=071, Nfrac=022)
Fch=925.30 (Fvco=3701.20, Nint=071, Nfrac=023)
Fch=925.40 (Fvco=3701.60, Nint=071, Nfrac=024)
Fch=925.50 (Fvco=3702.00, Nint=071, Nfrac=025)
Fch=925.60 (Fvco=3702.40, Nint=071, Nfrac=026)
Fch=925.70 (Fvco=3702.80, Nint=071, Nfrac=027)
Fch=925.80 (Fvco=3703.20, Nint=071, Nfrac=028)
Fch=925.90 (Fvco=3703.60, Nint=071, Nfrac=029)
Fch=926.00 (Fvco=3704.00, Nint=071, Nfrac=030)
Fch=926.10 (Fvco=3704.40, Nint=071, Nfrac=031)
Fch=926.20 (Fvco=3704.80, Nint=071, Nfrac=032)
Fch=926.30 (Fvco=3705.20, Nint=071, Nfrac=033)
Fch=926.40 (Fvco=3705.60, Nint=071, Nfrac=034)
Fch=926.50 (Fvco=3706.00, Nint=071, Nfrac=035)
Fch=926.60 (Fvco=3706.40, Nint=071, Nfrac=036)
Fch=926.70 (Fvco=3706.80, Nint=071, Nfrac=037)
Fch=926.80 (Fvco=3707.20, Nint=071, Nfrac=038)
Fch=926.90 (Fvco=3707.60, Nint=071, Nfrac=039)
Fch=927.00 (Fvco=3708.00, Nint=071, Nfrac=040)
Fch=927.10 (Fvco=3708.40, Nint=071, Nfrac=041)
Fch=927.20 (Fvco=3708.80, Nint=071, Nfrac=042)
Fch=927.30 (Fvco=3709.20, Nint=071, Nfrac=043)
Fch=927.40 (Fvco=3709.60, Nint=071, Nfrac=044)
Fch=927.50 (Fvco=3710.00, Nint=071, Nfrac=045)
Fch=927.60 (Fvco=3710.40, Nint=071, Nfrac=046)
Fch=927.70 (Fvco=3710.80, Nint=071, Nfrac=047)
Fch=927.80 (Fvco=3711.20, Nint=071, Nfrac=048)
Fch=927.90 (Fvco=3711.60, Nint=071, Nfrac=049)
Fch=928.00 (Fvco=3712.00, Nint=071, Nfrac=050)
Fch=928.10 (Fvco=3712.40, Nint=071, Nfrac=051)
Fch=928.20 (Fvco=3712.80, Nint=071, Nfrac=052)
Fch=928.30 (Fvco=3713.20, Nint=071, Nfrac=053)
Fch=928.40 (Fvco=3713.60, Nint=071, Nfrac=054)
Fch=928.50 (Fvco=3714.00, Nint=071, Nfrac=055)
Fch=928.60 (Fvco=3714.40, Nint=071, Nfrac=056)
Fch=928.70 (Fvco=3714.80, Nint=071, Nfrac=057)
Fch=928.80 (Fvco=3715.20, Nint=071, Nfrac=058)
Fch=928.90 (Fvco=3715.60, Nint=071, Nfrac=059)
Fch=929.00 (Fvco=3716.00, Nint=071, Nfrac=060)
Fch=929.10 (Fvco=3716.40, Nint=071, Nfrac=061)
Fch=929.20 (Fvco=3716.80, Nint=071, Nfrac=062)
Fch=929.30 (Fvco=3717.20, Nint=071, Nfrac=063)
Fch=929.40 (Fvco=3717.60, Nint=071, Nfrac=064)
Fch=929.50 (Fvco=3718.00, Nint=071, Nfrac=065)
Fch=929.60 (Fvco=3718.40, Nint=071, Nfrac=066)
Fch=929.70 (Fvco=3718.80, Nint=071, Nfrac=067)
Fch=929.80 (Fvco=3719.20, Nint=071, Nfrac=068)
Fch=929.90 (Fvco=3719.60, Nint=071, Nfrac=069)
Fch=930.00 (Fvco=3720.00, Nint=071, Nfrac=070)
Fch=930.10 (Fvco=3720.40, Nint=071, Nfrac=071)
Fch=930.20 (Fvco=3720.80, Nint=071, Nfrac=072)
Fch=930.30 (Fvco=3721.20, Nint=071, Nfrac=073)
Fch=930.40 (Fvco=3721.60, Nint=071, Nfrac=074)
Fch=930.50 (Fvco=3722.00, Nint=071, Nfrac=075)
Fch=930.60 (Fvco=3722.40, Nint=071, Nfrac=076)
Fch=930.70 (Fvco=3722.80, Nint=071, Nfrac=077)
Fch=930.80 (Fvco=3723.20, Nint=071, Nfrac=078)
Fch=930.90 (Fvco=3723.60, Nint=071, Nfrac=079)
Fch=931.00 (Fvco=3724.00, Nint=071, Nfrac=080)
Fch=931.10 (Fvco=3724.40, Nint=071, Nfrac=081)
Fch=931.20 (Fvco=3724.80, Nint=071, Nfrac=082)
Fch=931.30 (Fvco=3725.20, Nint=071, Nfrac=083)
Fch=931.40 (Fvco=3725.60, Nint=071, Nfrac=084)
Fch=931.50 (Fvco=3726.00, Nint=071, Nfrac=085)
Fch=931.60 (Fvco=3726.40, Nint=071, Nfrac=086)
Fch=931.70 (Fvco=3726.80, Nint=071, Nfrac=087)
Fch=931.80 (Fvco=3727.20, Nint=071, Nfrac=088)
Fch=931.90 (Fvco=3727.60, Nint=071, Nfrac=089)
Fch=932.00 (Fvco=3728.00, Nint=071, Nfrac=090)
Fch=932.10 (Fvco=3728.40, Nint=071, Nfrac=091)
Fch=932.20 (Fvco=3728.80, Nint=071, Nfrac=092)
Fch=932.30 (Fvco=3729.20, Nint=071, Nfrac=093)
Fch=932.40 (Fvco=3729.60, Nint=071, Nfrac=094)
Fch=932.50 (Fvco=3730.00, Nint=071, Nfrac=095)
Fch=932.60 (Fvco=3730.40, Nint=071, Nfrac=096)
Fch=932.70 (Fvco=3730.80, Nint=071, Nfrac=097)
Fch=932.80 (Fvco=3731.20, Nint=071, Nfrac=098)
Fch=932.90 (Fvco=3731.60, Nint=071, Nfrac=099)
Fch=933.00 (Fvco=3732.00, Nint=071, Nfrac=100)
Fch=933.10 (Fvco=3732.40, Nint=071, Nfrac=101)
Fch=933.20 (Fvco=3732.80, Nint=071, Nfrac=102)
Fch=933.30 (Fvco=3733.20, Nint=071, Nfrac=103)
Fch=933.40 (Fvco=3733.60, Nint=071, Nfrac=104)
Fch=933.50 (Fvco=3734.00, Nint=071, Nfrac=105)
Fch=933.60 (Fvco=3734.40, Nint=071, Nfrac=106)
Fch=933.70 (Fvco=3734.80, Nint=071, Nfrac=107)
Fch=933.80 (Fvco=3735.20, Nint=071, Nfrac=108)
Fch=933.90 (Fvco=3735.60, Nint=071, Nfrac=109)
Fch=934.00 (Fvco=3736.00, Nint=071, Nfrac=110)
Fch=934.10 (Fvco=3736.40, Nint=071, Nfrac=111)
Fch=934.20 (Fvco=3736.80, Nint=071, Nfrac=112)
Fch=934.30 (Fvco=3737.20, Nint=071, Nfrac=113)
Fch=934.40 (Fvco=3737.60, Nint=071, Nfrac=114)
Fch=934.50 (Fvco=3738.00, Nint=071, Nfrac=115)
Fch=934.60 (Fvco=3738.40, Nint=071, Nfrac=116)
Fch=934.70 (Fvco=3738.80, Nint=071, Nfrac=117)
Fch=934.80 (Fvco=3739.20, Nint=071, Nfrac=118)
Fch=934.90 (Fvco=3739.60, Nint=071, Nfrac=119)
Fch=935.00 (Fvco=3740.00, Nint=071, Nfrac=120)
Fch=935.10 (Fvco=3740.40, Nint=071, Nfrac=121)
Fch=935.20 (Fvco=3740.80, Nint=071, Nfrac=122)
Fch=935.30 (Fvco=3741.20, Nint=071, Nfrac=123)
Fch=935.40 (Fvco=3741.60, Nint=071, Nfrac=124)
Fch=935.50 (Fvco=3742.00, Nint=071, Nfrac=125)
Fch=935.60 (Fvco=3742.40, Nint=071, Nfrac=126)
Fch=935.70 (Fvco=3742.80, Nint=071, Nfrac=127)
Fch=935.80 (Fvco=3743.20, Nint=071, Nfrac=128)
Fch=935.90 (Fvco=3743.60, Nint=071, Nfrac=129)
Fch=936.00 (Fvco=3744.00, Nint=071, Nfrac=130)
Fch=936.00 (Fvco=3744.00, Nint=072, Nfrac=000)
Fch=936.10 (Fvco=3744.40, Nint=072, Nfrac=001)
Fch=936.20 (Fvco=3744.80, Nint=072, Nfrac=002)
Fch=936.30 (Fvco=3745.20, Nint=072, Nfrac=003)
Fch=936.40 (Fvco=3745.60, Nint=072, Nfrac=004)
Fch=936.50 (Fvco=3746.00, Nint=072, Nfrac=005)
Fch=936.60 (Fvco=3746.40, Nint=072, Nfrac=006)
Fch=936.70 (Fvco=3746.80, Nint=072, Nfrac=007)
Fch=936.80 (Fvco=3747.20, Nint=072, Nfrac=008)
Fch=936.90 (Fvco=3747.60, Nint=072, Nfrac=009)
Fch=937.00 (Fvco=3748.00, Nint=072, Nfrac=010)
Fch=937.10 (Fvco=3748.40, Nint=072, Nfrac=011)
Fch=937.20 (Fvco=3748.80, Nint=072, Nfrac=012)
Fch=937.30 (Fvco=3749.20, Nint=072, Nfrac=013)
Fch=937.40 (Fvco=3749.60, Nint=072, Nfrac=014)
Fch=937.50 (Fvco=3750.00, Nint=072, Nfrac=015)
Fch=937.60 (Fvco=3750.40, Nint=072, Nfrac=016)
Fch=937.70 (Fvco=3750.80, Nint=072, Nfrac=017)
Fch=937.80 (Fvco=3751.20, Nint=072, Nfrac=018)
Fch=937.90 (Fvco=3751.60, Nint=072, Nfrac=019)
Fch=938.00 (Fvco=3752.00, Nint=072, Nfrac=020)
Fch=938.10 (Fvco=3752.40, Nint=072, Nfrac=021)
Fch=938.20 (Fvco=3752.80, Nint=072, Nfrac=022)
Fch=938.30 (Fvco=3753.20, Nint=072, Nfrac=023)
Fch=938.40 (Fvco=3753.60, Nint=072, Nfrac=024)
Fch=938.50 (Fvco=3754.00, Nint=072, Nfrac=025)
Fch=938.60 (Fvco=3754.40, Nint=072, Nfrac=026)
Fch=938.70 (Fvco=3754.80, Nint=072, Nfrac=027)
Fch=938.80 (Fvco=3755.20, Nint=072, Nfrac=028)
Fch=938.90 (Fvco=3755.60, Nint=072, Nfrac=029)
Fch=939.00 (Fvco=3756.00, Nint=072, Nfrac=030)
Fch=939.10 (Fvco=3756.40, Nint=072, Nfrac=031)
Fch=939.20 (Fvco=3756.80, Nint=072, Nfrac=032)
Fch=939.30 (Fvco=3757.20, Nint=072, Nfrac=033)
Fch=939.40 (Fvco=3757.60, Nint=072, Nfrac=034)
Fch=939.50 (Fvco=3758.00, Nint=072, Nfrac=035)
Fch=939.60 (Fvco=3758.40, Nint=072, Nfrac=036)
Fch=939.70 (Fvco=3758.80, Nint=072, Nfrac=037)
Fch=939.80 (Fvco=3759.20, Nint=072, Nfrac=038)
Fch=939.90 (Fvco=3759.60, Nint=072, Nfrac=039)
Fch=940.00 (Fvco=3760.00, Nint=072, Nfrac=040)
Fch=940.10 (Fvco=3760.40, Nint=072, Nfrac=041)
Fch=940.20 (Fvco=3760.80, Nint=072, Nfrac=042)
Fch=940.30 (Fvco=3761.20, Nint=072, Nfrac=043)
Fch=940.40 (Fvco=3761.60, Nint=072, Nfrac=044)
Fch=940.50 (Fvco=3762.00, Nint=072, Nfrac=045)
Fch=940.60 (Fvco=3762.40, Nint=072, Nfrac=046)
Fch=940.70 (Fvco=3762.80, Nint=072, Nfrac=047)
Fch=940.80 (Fvco=3763.20, Nint=072, Nfrac=048)
Fch=940.90 (Fvco=3763.60, Nint=072, Nfrac=049)
Fch=941.00 (Fvco=3764.00, Nint=072, Nfrac=050)
Fch=941.10 (Fvco=3764.40, Nint=072, Nfrac=051)
Fch=941.20 (Fvco=3764.80, Nint=072, Nfrac=052)
Fch=941.30 (Fvco=3765.20, Nint=072, Nfrac=053)
Fch=941.40 (Fvco=3765.60, Nint=072, Nfrac=054)
Fch=941.50 (Fvco=3766.00, Nint=072, Nfrac=055)
Fch=941.60 (Fvco=3766.40, Nint=072, Nfrac=056)
Fch=941.70 (Fvco=3766.80, Nint=072, Nfrac=057)
Fch=941.80 (Fvco=3767.20, Nint=072, Nfrac=058)
Fch=941.90 (Fvco=3767.60, Nint=072, Nfrac=059)
Fch=942.00 (Fvco=3768.00, Nint=072, Nfrac=060)
Fch=942.10 (Fvco=3768.40, Nint=072, Nfrac=061)
Fch=942.20 (Fvco=3768.80, Nint=072, Nfrac=062)
Fch=942.30 (Fvco=3769.20, Nint=072, Nfrac=063)
Fch=942.40 (Fvco=3769.60, Nint=072, Nfrac=064)
Fch=942.50 (Fvco=3770.00, Nint=072, Nfrac=065)
Fch=942.60 (Fvco=3770.40, Nint=072, Nfrac=066)
Fch=942.70 (Fvco=3770.80, Nint=072, Nfrac=067)
Fch=942.80 (Fvco=3771.20, Nint=072, Nfrac=068)
Fch=942.90 (Fvco=3771.60, Nint=072, Nfrac=069)
Fch=943.00 (Fvco=3772.00, Nint=072, Nfrac=070)
Fch=943.10 (Fvco=3772.40, Nint=072, Nfrac=071)
Fch=943.20 (Fvco=3772.80, Nint=072, Nfrac=072)
Fch=943.30 (Fvco=3773.20, Nint=072, Nfrac=073)
Fch=943.40 (Fvco=3773.60, Nint=072, Nfrac=074)
Fch=943.50 (Fvco=3774.00, Nint=072, Nfrac=075)
Fch=943.60 (Fvco=3774.40, Nint=072, Nfrac=076)
Fch=943.70 (Fvco=3774.80, Nint=072, Nfrac=077)
Fch=943.80 (Fvco=3775.20, Nint=072, Nfrac=078)
Fch=943.90 (Fvco=3775.60, Nint=072, Nfrac=079)
Fch=944.00 (Fvco=3776.00, Nint=072, Nfrac=080)
Fch=944.10 (Fvco=3776.40, Nint=072, Nfrac=081)
Fch=944.20 (Fvco=3776.80, Nint=072, Nfrac=082)
Fch=944.30 (Fvco=3777.20, Nint=072, Nfrac=083)
Fch=944.40 (Fvco=3777.60, Nint=072, Nfrac=084)
Fch=944.50 (Fvco=3778.00, Nint=072, Nfrac=085)
Fch=944.60 (Fvco=3778.40, Nint=072, Nfrac=086)
Fch=944.70 (Fvco=3778.80, Nint=072, Nfrac=087)
Fch=944.80 (Fvco=3779.20, Nint=072, Nfrac=088)
Fch=944.90 (Fvco=3779.60, Nint=072, Nfrac=089)
Fch=945.00 (Fvco=3780.00, Nint=072, Nfrac=090)
Fch=945.10 (Fvco=3780.40, Nint=072, Nfrac=091)
Fch=945.20 (Fvco=3780.80, Nint=072, Nfrac=092)
Fch=945.30 (Fvco=3781.20, Nint=072, Nfrac=093)
Fch=945.40 (Fvco=3781.60, Nint=072, Nfrac=094)
Fch=945.50 (Fvco=3782.00, Nint=072, Nfrac=095)
Fch=945.60 (Fvco=3782.40, Nint=072, Nfrac=096)
Fch=945.70 (Fvco=3782.80, Nint=072, Nfrac=097)
Fch=945.80 (Fvco=3783.20, Nint=072, Nfrac=098)
Fch=945.90 (Fvco=3783.60, Nint=072, Nfrac=099)
Fch=946.00 (Fvco=3784.00, Nint=072, Nfrac=100)
Fch=946.10 (Fvco=3784.40, Nint=072, Nfrac=101)
Fch=946.20 (Fvco=3784.80, Nint=072, Nfrac=102)
Fch=946.30 (Fvco=3785.20, Nint=072, Nfrac=103)
Fch=946.40 (Fvco=3785.60, Nint=072, Nfrac=104)
Fch=946.50 (Fvco=3786.00, Nint=072, Nfrac=105)
Fch=946.60 (Fvco=3786.40, Nint=072, Nfrac=106)
Fch=946.70 (Fvco=3786.80, Nint=072, Nfrac=107)
Fch=946.80 (Fvco=3787.20, Nint=072, Nfrac=108)
Fch=946.90 (Fvco=3787.60, Nint=072, Nfrac=109)
Fch=947.00 (Fvco=3788.00, Nint=072, Nfrac=110)
Fch=947.10 (Fvco=3788.40, Nint=072, Nfrac=111)
Fch=947.20 (Fvco=3788.80, Nint=072, Nfrac=112)
Fch=947.30 (Fvco=3789.20, Nint=072, Nfrac=113)
Fch=947.40 (Fvco=3789.60, Nint=072, Nfrac=114)
Fch=947.50 (Fvco=3790.00, Nint=072, Nfrac=115)
Fch=947.60 (Fvco=3790.40, Nint=072, Nfrac=116)
Fch=947.70 (Fvco=3790.80, Nint=072, Nfrac=117)
Fch=947.80 (Fvco=3791.20, Nint=072, Nfrac=118)
Fch=947.90 (Fvco=3791.60, Nint=072, Nfrac=119)
Fch=948.00 (Fvco=3792.00, Nint=072, Nfrac=120)
Fch=948.10 (Fvco=3792.40, Nint=072, Nfrac=121)
Fch=948.20 (Fvco=3792.80, Nint=072, Nfrac=122)
Fch=948.30 (Fvco=3793.20, Nint=072, Nfrac=123)
Fch=948.40 (Fvco=3793.60, Nint=072, Nfrac=124)
Fch=948.50 (Fvco=3794.00, Nint=072, Nfrac=125)
Fch=948.60 (Fvco=3794.40, Nint=072, Nfrac=126)
Fch=948.70 (Fvco=3794.80, Nint=072, Nfrac=127)
Fch=948.80 (Fvco=3795.20, Nint=072, Nfrac=128)
Fch=948.90 (Fvco=3795.60, Nint=072, Nfrac=129)
Fch=949.00 (Fvco=3796.00, Nint=072, Nfrac=130)
Fch=949.00 (Fvco=3796.00, Nint=073, Nfrac=000)
Fch=949.10 (Fvco=3796.40, Nint=073, Nfrac=001)
Fch=949.20 (Fvco=3796.80, Nint=073, Nfrac=002)
Fch=949.30 (Fvco=3797.20, Nint=073, Nfrac=003)
Fch=949.40 (Fvco=3797.60, Nint=073, Nfrac=004)
Fch=949.50 (Fvco=3798.00, Nint=073, Nfrac=005)
Fch=949.60 (Fvco=3798.40, Nint=073, Nfrac=006)
Fch=949.70 (Fvco=3798.80, Nint=073, Nfrac=007)
Fch=949.80 (Fvco=3799.20, Nint=073, Nfrac=008)
Fch=949.90 (Fvco=3799.60, Nint=073, Nfrac=009)
Fch=950.00 (Fvco=3800.00, Nint=073, Nfrac=010)
Fch=950.10 (Fvco=3800.40, Nint=073, Nfrac=011)
Fch=950.20 (Fvco=3800.80, Nint=073, Nfrac=012)
Fch=950.30 (Fvco=3801.20, Nint=073, Nfrac=013)
Fch=950.40 (Fvco=3801.60, Nint=073, Nfrac=014)
Fch=950.50 (Fvco=3802.00, Nint=073, Nfrac=015)
Fch=950.60 (Fvco=3802.40, Nint=073, Nfrac=016)
Fch=950.70 (Fvco=3802.80, Nint=073, Nfrac=017)
Fch=950.80 (Fvco=3803.20, Nint=073, Nfrac=018)
Fch=950.90 (Fvco=3803.60, Nint=073, Nfrac=019)
Fch=951.00 (Fvco=3804.00, Nint=073, Nfrac=020)
Fch=951.10 (Fvco=3804.40, Nint=073, Nfrac=021)
Fch=951.20 (Fvco=3804.80, Nint=073, Nfrac=022)
Fch=951.30 (Fvco=3805.20, Nint=073, Nfrac=023)
Fch=951.40 (Fvco=3805.60, Nint=073, Nfrac=024)
Fch=951.50 (Fvco=3806.00, Nint=073, Nfrac=025)
Fch=951.60 (Fvco=3806.40, Nint=073, Nfrac=026)
Fch=951.70 (Fvco=3806.80, Nint=073, Nfrac=027)
Fch=951.80 (Fvco=3807.20, Nint=073, Nfrac=028)
Fch=951.90 (Fvco=3807.60, Nint=073, Nfrac=029)
Fch=952.00 (Fvco=3808.00, Nint=073, Nfrac=030)
Fch=952.10 (Fvco=3808.40, Nint=073, Nfrac=031)
Fch=952.20 (Fvco=3808.80, Nint=073, Nfrac=032)
Fch=952.30 (Fvco=3809.20, Nint=073, Nfrac=033)
Fch=952.40 (Fvco=3809.60, Nint=073, Nfrac=034)
Fch=952.50 (Fvco=3810.00, Nint=073, Nfrac=035)
Fch=952.60 (Fvco=3810.40, Nint=073, Nfrac=036)
Fch=952.70 (Fvco=3810.80, Nint=073, Nfrac=037)
Fch=952.80 (Fvco=3811.20, Nint=073, Nfrac=038)
Fch=952.90 (Fvco=3811.60, Nint=073, Nfrac=039)
Fch=953.00 (Fvco=3812.00, Nint=073, Nfrac=040)
Fch=953.10 (Fvco=3812.40, Nint=073, Nfrac=041)
Fch=953.20 (Fvco=3812.80, Nint=073, Nfrac=042)
Fch=953.30 (Fvco=3813.20, Nint=073, Nfrac=043)
Fch=953.40 (Fvco=3813.60, Nint=073, Nfrac=044)
Fch=953.50 (Fvco=3814.00, Nint=073, Nfrac=045)
Fch=953.60 (Fvco=3814.40, Nint=073, Nfrac=046)
Fch=953.70 (Fvco=3814.80, Nint=073, Nfrac=047)
Fch=953.80 (Fvco=3815.20, Nint=073, Nfrac=048)
Fch=953.90 (Fvco=3815.60, Nint=073, Nfrac=049)
Fch=954.00 (Fvco=3816.00, Nint=073, Nfrac=050)
Fch=954.10 (Fvco=3816.40, Nint=073, Nfrac=051)
Fch=954.20 (Fvco=3816.80, Nint=073, Nfrac=052)
Fch=954.30 (Fvco=3817.20, Nint=073, Nfrac=053)
Fch=954.40 (Fvco=3817.60, Nint=073, Nfrac=054)
Fch=954.50 (Fvco=3818.00, Nint=073, Nfrac=055)
Fch=954.60 (Fvco=3818.40, Nint=073, Nfrac=056)
Fch=954.70 (Fvco=3818.80, Nint=073, Nfrac=057)
Fch=954.80 (Fvco=3819.20, Nint=073, Nfrac=058)
Fch=954.90 (Fvco=3819.60, Nint=073, Nfrac=059)
Fch=955.00 (Fvco=3820.00, Nint=073, Nfrac=060)
Fch=955.10 (Fvco=3820.40, Nint=073, Nfrac=061)
Fch=955.20 (Fvco=3820.80, Nint=073, Nfrac=062)
Fch=955.30 (Fvco=3821.20, Nint=073, Nfrac=063)
Fch=955.40 (Fvco=3821.60, Nint=073, Nfrac=064)
Fch=955.50 (Fvco=3822.00, Nint=073, Nfrac=065)
Fch=955.60 (Fvco=3822.40, Nint=073, Nfrac=066)
Fch=955.70 (Fvco=3822.80, Nint=073, Nfrac=067)
Fch=955.80 (Fvco=3823.20, Nint=073, Nfrac=068)
Fch=955.90 (Fvco=3823.60, Nint=073, Nfrac=069)
Fch=956.00 (Fvco=3824.00, Nint=073, Nfrac=070)
Fch=956.10 (Fvco=3824.40, Nint=073, Nfrac=071)
Fch=956.20 (Fvco=3824.80, Nint=073, Nfrac=072)
Fch=956.30 (Fvco=3825.20, Nint=073, Nfrac=073)
Fch=956.40 (Fvco=3825.60, Nint=073, Nfrac=074)
Fch=956.50 (Fvco=3826.00, Nint=073, Nfrac=075)
Fch=956.60 (Fvco=3826.40, Nint=073, Nfrac=076)
Fch=956.70 (Fvco=3826.80, Nint=073, Nfrac=077)
Fch=956.80 (Fvco=3827.20, Nint=073, Nfrac=078)
Fch=956.90 (Fvco=3827.60, Nint=073, Nfrac=079)
Fch=957.00 (Fvco=3828.00, Nint=073, Nfrac=080)
Fch=957.10 (Fvco=3828.40, Nint=073, Nfrac=081)
Fch=957.20 (Fvco=3828.80, Nint=073, Nfrac=082)
Fch=957.30 (Fvco=3829.20, Nint=073, Nfrac=083)
Fch=957.40 (Fvco=3829.60, Nint=073, Nfrac=084)
Fch=957.50 (Fvco=3830.00, Nint=073, Nfrac=085)
Fch=957.60 (Fvco=3830.40, Nint=073, Nfrac=086)
Fch=957.70 (Fvco=3830.80, Nint=073, Nfrac=087)
Fch=957.80 (Fvco=3831.20, Nint=073, Nfrac=088)
Fch=957.90 (Fvco=3831.60, Nint=073, Nfrac=089)
Fch=958.00 (Fvco=3832.00, Nint=073, Nfrac=090)
Fch=958.10 (Fvco=3832.40, Nint=073, Nfrac=091)
Fch=958.20 (Fvco=3832.80, Nint=073, Nfrac=092)
Fch=958.30 (Fvco=3833.20, Nint=073, Nfrac=093)
Fch=958.40 (Fvco=3833.60, Nint=073, Nfrac=094)
Fch=958.50 (Fvco=3834.00, Nint=073, Nfrac=095)
Fch=958.60 (Fvco=3834.40, Nint=073, Nfrac=096)
Fch=958.70 (Fvco=3834.80, Nint=073, Nfrac=097)
Fch=958.80 (Fvco=3835.20, Nint=073, Nfrac=098)
Fch=958.90 (Fvco=3835.60, Nint=073, Nfrac=099)
Fch=959.00 (Fvco=3836.00, Nint=073, Nfrac=100)
Fch=959.10 (Fvco=3836.40, Nint=073, Nfrac=101)
Fch=959.20 (Fvco=3836.80, Nint=073, Nfrac=102)
Fch=959.30 (Fvco=3837.20, Nint=073, Nfrac=103)
Fch=959.40 (Fvco=3837.60, Nint=073, Nfrac=104)
Fch=959.50 (Fvco=3838.00, Nint=073, Nfrac=105)
Fch=959.60 (Fvco=3838.40, Nint=073, Nfrac=106)
Fch=959.70 (Fvco=3838.80, Nint=073, Nfrac=107)
Fch=959.80 (Fvco=3839.20, Nint=073, Nfrac=108)
Fch=959.90 (Fvco=3839.60, Nint=073, Nfrac=109)
Fch=960.00 (Fvco=3840.00, Nint=073, Nfrac=110)
Fch=960.10 (Fvco=3840.40, Nint=073, Nfrac=111)
Fch=960.20 (Fvco=3840.80, Nint=073, Nfrac=112)
Fch=960.30 (Fvco=3841.20, Nint=073, Nfrac=113)
Fch=960.40 (Fvco=3841.60, Nint=073, Nfrac=114)
Fch=960.50 (Fvco=3842.00, Nint=073, Nfrac=115)
Fch=960.60 (Fvco=3842.40, Nint=073, Nfrac=116)
Fch=960.70 (Fvco=3842.80, Nint=073, Nfrac=117)
Fch=960.80 (Fvco=3843.20, Nint=073, Nfrac=118)
Fch=960.90 (Fvco=3843.60, Nint=073, Nfrac=119)
Fch=961.00 (Fvco=3844.00, Nint=073, Nfrac=120)
Fch=961.10 (Fvco=3844.40, Nint=073, Nfrac=121)
Fch=961.20 (Fvco=3844.80, Nint=073, Nfrac=122)
Fch=961.30 (Fvco=3845.20, Nint=073, Nfrac=123)
Fch=961.40 (Fvco=3845.60, Nint=073, Nfrac=124)
Fch=961.50 (Fvco=3846.00, Nint=073, Nfrac=125)
Fch=961.60 (Fvco=3846.40, Nint=073, Nfrac=126)
Fch=961.70 (Fvco=3846.80, Nint=073, Nfrac=127)
Fch=961.80 (Fvco=3847.20, Nint=073, Nfrac=128)
Fch=961.90 (Fvco=3847.60, Nint=073, Nfrac=129)
Fch=962.00 (Fvco=3848.00, Nint=073, Nfrac=130)
======================================================================
PLL Rx High Band:
Fch=1794.00 (Fvco=3588.00, Nint=069, Nfrac=000)
Fch=1794.20 (Fvco=3588.40, Nint=069, Nfrac=001)
Fch=1794.40 (Fvco=3588.80, Nint=069, Nfrac=002)
Fch=1794.60 (Fvco=3589.20, Nint=069, Nfrac=003)
Fch=1794.80 (Fvco=3589.60, Nint=069, Nfrac=004)
Fch=1795.00 (Fvco=3590.00, Nint=069, Nfrac=005)
Fch=1795.20 (Fvco=3590.40, Nint=069, Nfrac=006)
Fch=1795.40 (Fvco=3590.80, Nint=069, Nfrac=007)
Fch=1795.60 (Fvco=3591.20, Nint=069, Nfrac=008)
Fch=1795.80 (Fvco=3591.60, Nint=069, Nfrac=009)
Fch=1796.00 (Fvco=3592.00, Nint=069, Nfrac=010)
Fch=1796.20 (Fvco=3592.40, Nint=069, Nfrac=011)
Fch=1796.40 (Fvco=3592.80, Nint=069, Nfrac=012)
Fch=1796.60 (Fvco=3593.20, Nint=069, Nfrac=013)
Fch=1796.80 (Fvco=3593.60, Nint=069, Nfrac=014)
Fch=1797.00 (Fvco=3594.00, Nint=069, Nfrac=015)
Fch=1797.20 (Fvco=3594.40, Nint=069, Nfrac=016)
Fch=1797.40 (Fvco=3594.80, Nint=069, Nfrac=017)
Fch=1797.60 (Fvco=3595.20, Nint=069, Nfrac=018)
Fch=1797.80 (Fvco=3595.60, Nint=069, Nfrac=019)
Fch=1798.00 (Fvco=3596.00, Nint=069, Nfrac=020)
Fch=1798.20 (Fvco=3596.40, Nint=069, Nfrac=021)
Fch=1798.40 (Fvco=3596.80, Nint=069, Nfrac=022)
Fch=1798.60 (Fvco=3597.20, Nint=069, Nfrac=023)
Fch=1798.80 (Fvco=3597.60, Nint=069, Nfrac=024)
Fch=1799.00 (Fvco=3598.00, Nint=069, Nfrac=025)
Fch=1799.20 (Fvco=3598.40, Nint=069, Nfrac=026)
Fch=1799.40 (Fvco=3598.80, Nint=069, Nfrac=027)
Fch=1799.60 (Fvco=3599.20, Nint=069, Nfrac=028)
Fch=1799.80 (Fvco=3599.60, Nint=069, Nfrac=029)
Fch=1800.00 (Fvco=3600.00, Nint=069, Nfrac=030)
Fch=1800.20 (Fvco=3600.40, Nint=069, Nfrac=031)
